INSERT INTO Product (userID, pTitle, pDesc, pPrice, pLocation, postStatus) VALUES
(14,'2022, Subaru, Minivan, 15129$!','Location: Dorval, color: green, milage: 38247, transmission: automatic, fuel: hybrid.','15129','Dorval','AVAILABLE'),
(21,'2023, Honda, Minivan, 18833$!','Location: Dorval, color: black, milage: 31086, transmission: automatic, fuel: electric.','18833','Dorval','TRADED'),
(30,'2013, Nissan, Minivan, 12068$!','Location: Kirkland, color: grey, milage: 239100, transmission: automatic, fuel: hybrid.','12068','Kirkland','TRADED'),
(28,'2022, Ford, SUV, 13303$!','Location: Montréal-Ouest, color: blue, milage: 46563, transmission: automatic, fuel: hybrid.','13303','Montréal-Ouest','TRADED'),
(24,'2013, Ford, Wagon, 12006$!','Location: Hampstead, color: black, milage: 271068, transmission: manual, fuel: electric.','12006','Hampstead','AVAILABLE'),
(14,'2019, Suzuki, Minivan, 20186$!','Location: Côte-Saint-Luc, color: red, milage: 132876, transmission: automatic, fuel: diesel.','20186','Côte-Saint-Luc','AVAILABLE'),
(26,'2024, Suzuki, Hatchback, 17374$!','Location: Montréal-Ouest, color: black, milage: 16024, transmission: manual, fuel: hybrid.','17374','Montréal-Ouest','AVAILABLE'),
(15,'2024, Fiat, Hatchback, 12118$!','Location: Mont-Royal, color: black, milage: 18116, transmission: manual, fuel: gasoline.','12118','Mont-Royal','AVAILABLE'),
(27,'2020, Mercedes, Coupe, 14818$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 68565, transmission: automatic, fuel: diesel.','14818','Sainte-Anne-de-Bellevue','AVAILABLE'),
(6,'2017, Audi, Minivan, 13903$!','Location: Montréal-Ouest, color: black, milage: 185824, transmission: automatic, fuel: electric.','13903','Montréal-Ouest','TRADED'),
(17,'2023, Fiat, Hatchback, 12262$!','Location: Île-Dorval, color: white, milage: 25386, transmission: manual, fuel: diesel.','12262','Île-Dorval','TRADED'),
(13,'2023, BMW, Minivan, 17394$!','Location: Côte-Saint-Luc, color: black, milage: 46792, transmission: manual, fuel: hybrid.','17394','Côte-Saint-Luc','AVAILABLE'),
(11,'2014, Mercedes, SUV, 17665$!','Location: Montréal-Ouest, color: white, milage: 181016, transmission: manual, fuel: gasoline.','17665','Montréal-Ouest','AVAILABLE'),
(14,'2023, Ford, Coupe, 11882$!','Location: Pointe-Claire, color: black, milage: 31040, transmission: automatic, fuel: gasoline.','11882','Pointe-Claire','TRADED'),
(14,'2013, Suzuki, SUV, 17402$!','Location: Baie-Urfé, color: white, milage: 158700, transmission: automatic, fuel: electric.','17402','Baie-Urfé','AVAILABLE'),
(11,'2012, Suzuki, Wagon, 13248$!','Location: Dorval, color: blue, milage: 300625, transmission: manual, fuel: gasoline.','13248','Dorval','AVAILABLE'),
(11,'2012, Fiat, Minivan, 11986$!','Location: Montréal-Est, color: black, milage: 181857, transmission: manual, fuel: diesel.','11986','Montréal-Est','AVAILABLE'),
(21,'2016, GM, Hatchback, 14757$!','Location: Montréal-Est, color: green, milage: 149346, transmission: automatic, fuel: diesel.','14757','Montréal-Est','AVAILABLE'),
(30,'2016, Audi, Coupe, 16847$!','Location: Montréal-Est, color: red, milage: 172152, transmission: manual, fuel: diesel.','16847','Montréal-Est','AVAILABLE'),
(7,'2019, Toyota, Sedan, 14995$!','Location: Westmount, color: white, milage: 74244, transmission: automatic, fuel: electric.','14995','Westmount','TRADED'),
(19,'2019, GM, Sedan, 20518$!','Location: Kirkland, color: grey, milage: 116652, transmission: manual, fuel: electric.','20518','Kirkland','AVAILABLE'),
(6,'2022, Ford, Minivan, 12513$!','Location: Montréal, color: black, milage: 53364, transmission: manual, fuel: electric.','12513','Montréal','TRADED'),
(11,'2023, Toyota, Wagon, 14191$!','Location: Sainte-Anne-de-Bellevue, color: red, milage: 43528, transmission: automatic, fuel: diesel.','14191','Sainte-Anne-de-Bellevue','AVAILABLE'),
(8,'2018, Subaru, Sedan, 14584$!','Location: Montréal-Ouest, color: white, milage: 146636, transmission: automatic, fuel: electric.','14584','Montréal-Ouest','AVAILABLE'),
(27,'2022, Audi, Coupe, 16730$!','Location: Senneville, color: green, milage: 51369, transmission: automatic, fuel: diesel.','16730','Senneville','TRADED'),
(8,'2015, Mercedes, Hatchback, 18791$!','Location: Kirkland, color: red, milage: 238320, transmission: automatic, fuel: hybrid.','18791','Kirkland','TRADED'),
(14,'2013, Nissan, Minivan, 12661$!','Location: Montréal, color: grey, milage: 176064, transmission: manual, fuel: diesel.','12661','Montréal','AVAILABLE'),
(13,'2016, Mercedes, SUV, 13895$!','Location: Dollard-Des-Ormeaux, color: black, milage: 141849, transmission: automatic, fuel: diesel.','13895','Dollard-Des-Ormeaux','AVAILABLE'),
(20,'2019, Honda, Wagon, 14587$!','Location: Montréal, color: red, milage: 127380, transmission: manual, fuel: hybrid.','14587','Montréal','TRADED'),
(15,'2016, Mazda, Sedan, 11407$!','Location: Beaconsfield, color: black, milage: 178362, transmission: manual, fuel: diesel.','11407','Beaconsfield','AVAILABLE'),
(7,'2018, Fiat, Wagon, 16294$!','Location: Hampstead, color: red, milage: 114072, transmission: manual, fuel: diesel.','16294','Hampstead','AVAILABLE'),
(19,'2019, BMW, SUV, 13723$!','Location: Mont-Royal, color: red, milage: 114990, transmission: manual, fuel: hybrid.','13723','Mont-Royal','AVAILABLE'),
(26,'2012, Volvo, SUV, 19784$!','Location: Côte-Saint-Luc, color: red, milage: 218868, transmission: automatic, fuel: gasoline.','19784','Côte-Saint-Luc','AVAILABLE'),
(30,'2022, Suzuki, Wagon, 16216$!','Location: Hampstead, color: red, milage: 65799, transmission: manual, fuel: gasoline.','16216','Hampstead','AVAILABLE'),
(22,'2014, Volvo, Hatchback, 15882$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 137489, transmission: automatic, fuel: diesel.','15882','Sainte-Anne-de-Bellevue','TRADED'),
(22,'2016, Mazda, Coupe, 16141$!','Location: Côte-Saint-Luc, color: black, milage: 211527, transmission: automatic, fuel: electric.','16141','Côte-Saint-Luc','TRADED'),
(5,'2016, Fiat, Hatchback, 21031$!','Location: Beaconsfield, color: blue, milage: 152181, transmission: manual, fuel: gasoline.','21031','Beaconsfield','TRADED'),
(24,'2019, Nissan, Hatchback, 18412$!','Location: Côte-Saint-Luc, color: black, milage: 110208, transmission: manual, fuel: hybrid.','18412','Côte-Saint-Luc','TRADED'),
(27,'2017, GM, Sedan, 19230$!','Location: Montréal-Ouest, color: grey, milage: 147584, transmission: automatic, fuel: gasoline.','19230','Montréal-Ouest','AVAILABLE'),
(11,'2015, Fiat, Wagon, 12073$!','Location: Montréal, color: black, milage: 135390, transmission: automatic, fuel: electric.','12073','Montréal','AVAILABLE'),
(9,'2017, Volvo, Wagon, 14027$!','Location: Montréal, color: white, milage: 109928, transmission: manual, fuel: diesel.','14027','Montréal','AVAILABLE'),
(6,'2012, Ford, Coupe, 19626$!','Location: Mont-Royal, color: black, milage: 284492, transmission: manual, fuel: diesel.','19626','Mont-Royal','AVAILABLE'),
(26,'2019, Suzuki, Hatchback, 20509$!','Location: Montréal, color: blue, milage: 134904, transmission: automatic, fuel: gasoline.','20509','Montréal','TRADED'),
(21,'2013, Mercedes, Minivan, 15877$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 222960, transmission: automatic, fuel: diesel.','15877','Sainte-Anne-de-Bellevue','AVAILABLE'),
(5,'2012, Honda, Hatchback, 18696$!','Location: Mont-Royal, color: grey, milage: 273988, transmission: manual, fuel: electric.','18696','Mont-Royal','AVAILABLE'),
(16,'2019, Suzuki, Minivan, 18005$!','Location: Mont-Royal, color: green, milage: 104688, transmission: automatic, fuel: electric.','18005','Mont-Royal','AVAILABLE'),
(14,'2015, BMW, Minivan, 20568$!','Location: Beaconsfield, color: red, milage: 161090, transmission: automatic, fuel: diesel.','20568','Beaconsfield','TRADED'),
(19,'2018, Mercedes, SUV, 13350$!','Location: Pointe-Claire, color: black, milage: 119672, transmission: manual, fuel: electric.','13350','Pointe-Claire','AVAILABLE'),
(5,'2024, Nissan, Minivan, 13047$!','Location: Montréal-Est, color: red, milage: 15034, transmission: automatic, fuel: hybrid.','13047','Montréal-Est','AVAILABLE'),
(14,'2018, Nissan, Minivan, 17296$!','Location: Kirkland, color: grey, milage: 88767, transmission: manual, fuel: hybrid.','17296','Kirkland','AVAILABLE'),
(23,'2017, Subaru, SUV, 20867$!','Location: Côte-Saint-Luc, color: white, milage: 124264, transmission: automatic, fuel: gasoline.','20867','Côte-Saint-Luc','TRADED'),
(7,'2022, Honda, Hatchback, 18709$!','Location: Montréal-Est, color: white, milage: 39477, transmission: automatic, fuel: diesel.','18709','Montréal-Est','AVAILABLE'),
(26,'2023, Fiat, SUV, 13342$!','Location: Senneville, color: green, milage: 32972, transmission: automatic, fuel: electric.','13342','Senneville','AVAILABLE'),
(16,'2023, Nissan, Wagon, 18039$!','Location: Baie-Urfé, color: white, milage: 32134, transmission: manual, fuel: gasoline.','18039','Baie-Urfé','TRADED'),
(13,'2018, Suzuki, Sedan, 14685$!','Location: Kirkland, color: grey, milage: 132300, transmission: automatic, fuel: diesel.','14685','Kirkland','AVAILABLE'),
(12,'2020, BMW, Sedan, 16960$!','Location: Hampstead, color: white, milage: 98320, transmission: manual, fuel: gasoline.','16960','Hampstead','TRADED'),
(30,'2017, GM, Sedan, 12609$!','Location: Dorval, color: red, milage: 117760, transmission: manual, fuel: diesel.','12609','Dorval','TRADED'),
(7,'2016, Toyota, Sedan, 18022$!','Location: Baie-Urfé, color: grey, milage: 132075, transmission: automatic, fuel: hybrid.','18022','Baie-Urfé','TRADED'),
(21,'2017, Suzuki, Coupe, 19528$!','Location: Île-Dorval, color: white, milage: 154720, transmission: automatic, fuel: gasoline.','19528','Île-Dorval','TRADED'),
(27,'2015, Nissan, SUV, 18041$!','Location: Montréal-Est, color: grey, milage: 126140, transmission: manual, fuel: gasoline.','18041','Montréal-Est','AVAILABLE'),
(12,'2012, Volvo, Hatchback, 17260$!','Location: Dollard-Des-Ormeaux, color: red, milage: 260091, transmission: automatic, fuel: hybrid.','17260','Dollard-Des-Ormeaux','TRADED'),
(24,'2017, Volvo, Wagon, 11342$!','Location: Mont-Royal, color: blue, milage: 135520, transmission: manual, fuel: gasoline.','11342','Mont-Royal','TRADED'),
(21,'2012, Fiat, Sedan, 15165$!','Location: Dollard-Des-Ormeaux, color: white, milage: 194818, transmission: automatic, fuel: electric.','15165','Dollard-Des-Ormeaux','TRADED'),
(13,'2023, Audi, Coupe, 15312$!','Location: Senneville, color: green, milage: 30924, transmission: manual, fuel: gasoline.','15312','Senneville','AVAILABLE'),
(9,'2020, Nissan, SUV, 21189$!','Location: Baie-Urfé, color: red, milage: 105810, transmission: manual, fuel: electric.','21189','Baie-Urfé','TRADED'),
(29,'2012, Suzuki, Coupe, 16918$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 253253, transmission: manual, fuel: diesel.','16918','Sainte-Anne-de-Bellevue','AVAILABLE'),
(15,'2016, Volvo, Minivan, 17118$!','Location: Côte-Saint-Luc, color: red, milage: 158643, transmission: automatic, fuel: diesel.','17118','Côte-Saint-Luc','AVAILABLE'),
(6,'2016, Fiat, Sedan, 20005$!','Location: Montréal, color: blue, milage: 117747, transmission: manual, fuel: diesel.','20005','Montréal','AVAILABLE'),
(7,'2022, Audi, Coupe, 20672$!','Location: Montréal-Ouest, color: red, milage: 40236, transmission: manual, fuel: electric.','20672','Montréal-Ouest','TRADED'),
(22,'2013, Ford, SUV, 13069$!','Location: Senneville, color: red, milage: 210132, transmission: manual, fuel: diesel.','13069','Senneville','AVAILABLE'),
(17,'2015, Audi, Wagon, 21138$!','Location: Mont-Royal, color: red, milage: 152090, transmission: manual, fuel: diesel.','21138','Mont-Royal','AVAILABLE'),
(17,'2020, GM, Wagon, 13176$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 103055, transmission: manual, fuel: diesel.','13176','Sainte-Anne-de-Bellevue','AVAILABLE'),
(14,'2024, Audi, Coupe, 20776$!','Location: Senneville, color: blue, milage: 13238, transmission: automatic, fuel: hybrid.','20776','Senneville','TRADED'),
(23,'2021, Mazda, SUV, 16053$!','Location: Beaconsfield, color: white, milage: 95472, transmission: manual, fuel: gasoline.','16053','Beaconsfield','TRADED'),
(16,'2017, Fiat, Minivan, 17123$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 119432, transmission: automatic, fuel: hybrid.','17123','Sainte-Anne-de-Bellevue','AVAILABLE'),
(17,'2018, Subaru, SUV, 16548$!','Location: Montréal, color: blue, milage: 146601, transmission: automatic, fuel: hybrid.','16548','Montréal','AVAILABLE'),
(14,'2021, Suzuki, Wagon, 14554$!','Location: Montréal, color: red, milage: 71776, transmission: automatic, fuel: hybrid.','14554','Montréal','TRADED'),
(28,'2024, Nissan, SUV, 13594$!','Location: Dorval, color: green, milage: 20444, transmission: manual, fuel: electric.','13594','Dorval','AVAILABLE'),
(21,'2024, Subaru, Wagon, 13033$!','Location: Montréal, color: black, milage: 17729, transmission: manual, fuel: electric.','13033','Montréal','AVAILABLE'),
(10,'2018, Nissan, Coupe, 16652$!','Location: Montréal, color: black, milage: 100590, transmission: manual, fuel: electric.','16652','Montréal','AVAILABLE'),
(21,'2020, Toyota, Sedan, 18612$!','Location: Sainte-Anne-de-Bellevue, color: red, milage: 99210, transmission: automatic, fuel: gasoline.','18612','Sainte-Anne-de-Bellevue','AVAILABLE'),
(16,'2018, Audi, Coupe, 20582$!','Location: Montréal, color: black, milage: 148953, transmission: manual, fuel: diesel.','20582','Montréal','AVAILABLE'),
(6,'2018, GM, Wagon, 11414$!','Location: Montréal-Ouest, color: blue, milage: 99708, transmission: manual, fuel: electric.','11414','Montréal-Ouest','AVAILABLE'),
(15,'2021, Fiat, Wagon, 16796$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 89112, transmission: manual, fuel: electric.','16796','Sainte-Anne-de-Bellevue','AVAILABLE'),
(29,'2014, Ford, Hatchback, 12065$!','Location: Montréal-Est, color: green, milage: 222508, transmission: manual, fuel: hybrid.','12065','Montréal-Est','AVAILABLE'),
(24,'2020, Suzuki, Sedan, 18152$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 67875, transmission: automatic, fuel: gasoline.','18152','Sainte-Anne-de-Bellevue','AVAILABLE'),
(17,'2020, Suzuki, Minivan, 16516$!','Location: Baie-Urfé, color: blue, milage: 64800, transmission: manual, fuel: electric.','16516','Baie-Urfé','AVAILABLE'),
(13,'2022, Honda, SUV, 11912$!','Location: Montréal-Est, color: grey, milage: 37134, transmission: manual, fuel: hybrid.','11912','Montréal-Est','TRADED'),
(26,'2014, Mercedes, Coupe, 12809$!','Location: Mont-Royal, color: grey, milage: 173184, transmission: manual, fuel: gasoline.','12809','Mont-Royal','AVAILABLE'),
(20,'2012, Mazda, Minivan, 12637$!','Location: Kirkland, color: white, milage: 180713, transmission: manual, fuel: gasoline.','12637','Kirkland','AVAILABLE'),
(13,'2016, Mazda, Minivan, 18884$!','Location: Senneville, color: green, milage: 182097, transmission: automatic, fuel: gasoline.','18884','Senneville','TRADED'),
(10,'2013, Nissan, Hatchback, 13226$!','Location: Senneville, color: black, milage: 217776, transmission: manual, fuel: diesel.','13226','Senneville','TRADED'),
(24,'2018, Suzuki, Sedan, 14514$!','Location: Hampstead, color: grey, milage: 161616, transmission: automatic, fuel: gasoline.','14514','Hampstead','AVAILABLE'),
(24,'2019, BMW, Wagon, 16525$!','Location: Côte-Saint-Luc, color: white, milage: 99018, transmission: automatic, fuel: electric.','16525','Côte-Saint-Luc','AVAILABLE'),
(10,'2016, Ford, Coupe, 19930$!','Location: Beaconsfield, color: grey, milage: 174240, transmission: manual, fuel: electric.','19930','Beaconsfield','TRADED'),
(9,'2019, Mazda, Minivan, 15124$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 102090, transmission: automatic, fuel: electric.','15124','Sainte-Anne-de-Bellevue','TRADED'),
(7,'2024, BMW, Hatchback, 19857$!','Location: Senneville, color: grey, milage: 17887, transmission: manual, fuel: gasoline.','19857','Senneville','AVAILABLE'),
(17,'2016, Honda, Minivan, 15332$!','Location: Île-Dorval, color: grey, milage: 188622, transmission: automatic, fuel: gasoline.','15332','Île-Dorval','AVAILABLE'),
(5,'2013, Subaru, Wagon, 13355$!','Location: Mont-Royal, color: white, milage: 200340, transmission: automatic, fuel: hybrid.','13355','Mont-Royal','AVAILABLE'),
(29,'2020, Fiat, SUV, 16959$!','Location: Montréal-Ouest, color: green, milage: 113485, transmission: automatic, fuel: diesel.','16959','Montréal-Ouest','TRADED'),
(15,'2018, BMW, Hatchback, 14141$!','Location: Baie-Urfé, color: white, milage: 89642, transmission: manual, fuel: diesel.','14141','Baie-Urfé','AVAILABLE'),
(26,'2016, Subaru, SUV, 18125$!','Location: Mont-Royal, color: grey, milage: 215172, transmission: manual, fuel: diesel.','18125','Mont-Royal','AVAILABLE'),
(17,'2013, Fiat, Sedan, 20460$!','Location: Hampstead, color: white, milage: 148344, transmission: manual, fuel: electric.','20460','Hampstead','AVAILABLE'),
(29,'2019, Fiat, Minivan, 12562$!','Location: Senneville, color: white, milage: 102360, transmission: automatic, fuel: electric.','12562','Senneville','TRADED'),
(27,'2016, Mazda, Hatchback, 14419$!','Location: Montréal-Est, color: red, milage: 160623, transmission: automatic, fuel: gasoline.','14419','Montréal-Est','TRADED'),
(8,'2014, Nissan, Wagon, 12087$!','Location: Kirkland, color: white, milage: 247478, transmission: manual, fuel: electric.','12087','Kirkland','AVAILABLE'),
(15,'2022, Fiat, Coupe, 15231$!','Location: Côte-Saint-Luc, color: black, milage: 62553, transmission: manual, fuel: hybrid.','15231','Côte-Saint-Luc','AVAILABLE'),
(18,'2012, Fiat, Sedan, 18896$!','Location: Mont-Royal, color: blue, milage: 233688, transmission: automatic, fuel: hybrid.','18896','Mont-Royal','AVAILABLE'),
(7,'2020, Mercedes, Sedan, 18760$!','Location: Hampstead, color: white, milage: 94320, transmission: manual, fuel: hybrid.','18760','Hampstead','AVAILABLE'),
(19,'2012, Mercedes, Minivan, 13466$!','Location: Kirkland, color: white, milage: 293436, transmission: manual, fuel: electric.','13466','Kirkland','AVAILABLE'),
(15,'2024, Mercedes, SUV, 17044$!','Location: Montréal-Est, color: blue, milage: 22207, transmission: automatic, fuel: gasoline.','17044','Montréal-Est','TRADED'),
(13,'2012, Ford, Minivan, 15649$!','Location: Baie-Urfé, color: blue, milage: 233376, transmission: automatic, fuel: hybrid.','15649','Baie-Urfé','AVAILABLE'),
(10,'2017, Audi, Coupe, 14376$!','Location: Montréal-Est, color: blue, milage: 182536, transmission: manual, fuel: hybrid.','14376','Montréal-Est','TRADED'),
(24,'2014, BMW, Minivan, 16036$!','Location: Hampstead, color: blue, milage: 237446, transmission: manual, fuel: diesel.','16036','Hampstead','AVAILABLE'),
(6,'2017, Nissan, Sedan, 20244$!','Location: Montréal, color: green, milage: 123696, transmission: automatic, fuel: hybrid.','20244','Montréal','TRADED'),
(14,'2013, Suzuki, Coupe, 17697$!','Location: Baie-Urfé, color: black, milage: 162696, transmission: automatic, fuel: diesel.','17697','Baie-Urfé','AVAILABLE'),
(13,'2018, Mercedes, Wagon, 12324$!','Location: Kirkland, color: green, milage: 159649, transmission: manual, fuel: gasoline.','12324','Kirkland','AVAILABLE'),
(19,'2023, Mazda, Minivan, 19575$!','Location: Dorval, color: red, milage: 34346, transmission: manual, fuel: electric.','19575','Dorval','TRADED'),
(30,'2024, Fiat, Sedan, 17517$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 14470, transmission: automatic, fuel: gasoline.','17517','Sainte-Anne-de-Bellevue','AVAILABLE'),
(12,'2017, Ford, Coupe, 19676$!','Location: Senneville, color: black, milage: 155216, transmission: automatic, fuel: electric.','19676','Senneville','TRADED'),
(9,'2017, Mercedes, Sedan, 18982$!','Location: Dollard-Des-Ormeaux, color: black, milage: 110720, transmission: automatic, fuel: gasoline.','18982','Dollard-Des-Ormeaux','AVAILABLE'),
(16,'2016, Audi, Minivan, 19309$!','Location: Montréal-Ouest, color: red, milage: 204498, transmission: manual, fuel: gasoline.','19309','Montréal-Ouest','AVAILABLE'),
(30,'2023, GM, SUV, 20254$!','Location: Hampstead, color: black, milage: 28166, transmission: automatic, fuel: gasoline.','20254','Hampstead','AVAILABLE'),
(18,'2024, Honda, Coupe, 17952$!','Location: Kirkland, color: green, milage: 17549, transmission: automatic, fuel: diesel.','17952','Kirkland','AVAILABLE'),
(24,'2012, Volvo, Hatchback, 15852$!','Location: Beaconsfield, color: blue, milage: 232115, transmission: automatic, fuel: electric.','15852','Beaconsfield','AVAILABLE'),
(8,'2016, Nissan, Sedan, 19355$!','Location: Hampstead, color: black, milage: 134388, transmission: manual, fuel: diesel.','19355','Hampstead','TRADED'),
(11,'2024, Mercedes, Wagon, 11996$!','Location: Montréal-Est, color: blue, milage: 23628, transmission: manual, fuel: gasoline.','11996','Montréal-Est','AVAILABLE'),
(9,'2013, Subaru, Sedan, 20265$!','Location: Hampstead, color: black, milage: 180216, transmission: manual, fuel: gasoline.','20265','Hampstead','TRADED'),
(20,'2019, Audi, SUV, 19134$!','Location: Pointe-Claire, color: black, milage: 142308, transmission: manual, fuel: hybrid.','19134','Pointe-Claire','AVAILABLE'),
(26,'2024, Mercedes, Minivan, 11552$!','Location: Île-Dorval, color: white, milage: 22685, transmission: manual, fuel: diesel.','11552','Île-Dorval','TRADED'),
(30,'2013, Honda, Sedan, 20386$!','Location: Sainte-Anne-de-Bellevue, color: white, milage: 146568, transmission: automatic, fuel: gasoline.','20386','Sainte-Anne-de-Bellevue','TRADED'),
(16,'2012, Ford, Minivan, 15995$!','Location: Pointe-Claire, color: black, milage: 167284, transmission: automatic, fuel: gasoline.','15995','Pointe-Claire','AVAILABLE'),
(26,'2014, Audi, SUV, 15464$!','Location: Hampstead, color: red, milage: 218559, transmission: manual, fuel: hybrid.','15464','Hampstead','TRADED'),
(20,'2018, Volvo, SUV, 13069$!','Location: Senneville, color: red, milage: 158431, transmission: automatic, fuel: electric.','13069','Senneville','AVAILABLE'),
(17,'2016, Honda, Wagon, 16600$!','Location: Dorval, color: blue, milage: 188145, transmission: manual, fuel: diesel.','16600','Dorval','TRADED'),
(10,'2018, Ford, Coupe, 13585$!','Location: Montréal, color: grey, milage: 125237, transmission: manual, fuel: electric.','13585','Montréal','TRADED'),
(30,'2014, GM, SUV, 18908$!','Location: Montréal-Est, color: grey, milage: 240537, transmission: automatic, fuel: gasoline.','18908','Montréal-Est','AVAILABLE'),
(8,'2021, Fiat, SUV, 19047$!','Location: Montréal-Est, color: black, milage: 65892, transmission: manual, fuel: electric.','19047','Montréal-Est','AVAILABLE'),
(22,'2013, Audi, Coupe, 19175$!','Location: Côte-Saint-Luc, color: red, milage: 192660, transmission: manual, fuel: gasoline.','19175','Côte-Saint-Luc','AVAILABLE'),
(6,'2017, GM, Hatchback, 20424$!','Location: Sainte-Anne-de-Bellevue, color: blue, milage: 113064, transmission: automatic, fuel: electric.','20424','Sainte-Anne-de-Bellevue','TRADED'),
(16,'2020, Volvo, Coupe, 11946$!','Location: Île-Dorval, color: black, milage: 97300, transmission: manual, fuel: diesel.','11946','Île-Dorval','AVAILABLE'),
(7,'2021, Suzuki, Hatchback, 19698$!','Location: Dorval, color: black, milage: 62540, transmission: automatic, fuel: electric.','19698','Dorval','AVAILABLE'),
(23,'2024, Nissan, Wagon, 18628$!','Location: Dollard-Des-Ormeaux, color: white, milage: 22222, transmission: manual, fuel: diesel.','18628','Dollard-Des-Ormeaux','TRADED'),
(23,'2019, Suzuki, SUV, 12398$!','Location: Hampstead, color: white, milage: 112386, transmission: manual, fuel: diesel.','12398','Hampstead','TRADED'),
(30,'2019, Subaru, Wagon, 12285$!','Location: Dorval, color: white, milage: 77520, transmission: manual, fuel: electric.','12285','Dorval','TRADED'),
(7,'2013, Audi, Sedan, 16279$!','Location: Côte-Saint-Luc, color: red, milage: 167628, transmission: manual, fuel: hybrid.','16279','Côte-Saint-Luc','TRADED'),
(22,'2019, Suzuki, Sedan, 16355$!','Location: Mont-Royal, color: black, milage: 101232, transmission: automatic, fuel: electric.','16355','Mont-Royal','TRADED'),
(26,'2020, Audi, Minivan, 18305$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 85685, transmission: automatic, fuel: gasoline.','18305','Sainte-Anne-de-Bellevue','TRADED'),
(26,'2021, Mazda, Minivan, 17848$!','Location: Montréal-Est, color: black, milage: 77784, transmission: automatic, fuel: electric.','17848','Montréal-Est','AVAILABLE'),
(21,'2019, Ford, Sedan, 12119$!','Location: Montréal-Ouest, color: red, milage: 108516, transmission: manual, fuel: gasoline.','12119','Montréal-Ouest','TRADED'),
(20,'2020, Volvo, SUV, 15804$!','Location: Île-Dorval, color: grey, milage: 99115, transmission: manual, fuel: electric.','15804','Île-Dorval','AVAILABLE'),
(7,'2014, Toyota, SUV, 19618$!','Location: Montréal, color: grey, milage: 140756, transmission: automatic, fuel: hybrid.','19618','Montréal','AVAILABLE'),
(10,'2015, Volvo, Sedan, 19769$!','Location: Côte-Saint-Luc, color: green, milage: 195730, transmission: manual, fuel: hybrid.','19769','Côte-Saint-Luc','AVAILABLE'),
(25,'2018, Honda, SUV, 11640$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 163380, transmission: manual, fuel: electric.','11640','Sainte-Anne-de-Bellevue','AVAILABLE'),
(17,'2018, Volvo, Coupe, 17417$!','Location: Baie-Urfé, color: red, milage: 100618, transmission: automatic, fuel: hybrid.','17417','Baie-Urfé','AVAILABLE'),
(28,'2017, Volvo, Sedan, 13748$!','Location: Montréal-Est, color: white, milage: 132560, transmission: manual, fuel: diesel.','13748','Montréal-Est','AVAILABLE'),
(13,'2013, Volvo, Wagon, 11822$!','Location: Montréal, color: white, milage: 220584, transmission: automatic, fuel: diesel.','11822','Montréal','AVAILABLE'),
(17,'2022, Mazda, Coupe, 15064$!','Location: Mont-Royal, color: blue, milage: 41880, transmission: manual, fuel: hybrid.','15064','Mont-Royal','AVAILABLE'),
(14,'2014, GM, Sedan, 12444$!','Location: Montréal, color: white, milage: 202224, transmission: automatic, fuel: diesel.','12444','Montréal','AVAILABLE'),
(8,'2018, Audi, Hatchback, 14332$!','Location: Westmount, color: grey, milage: 89523, transmission: manual, fuel: electric.','14332','Westmount','TRADED'),
(25,'2019, Toyota, Wagon, 13993$!','Location: Montréal, color: green, milage: 89274, transmission: manual, fuel: gasoline.','13993','Montréal','TRADED'),
(17,'2017, Ford, Sedan, 20941$!','Location: Dorval, color: white, milage: 135224, transmission: automatic, fuel: hybrid.','20941','Dorval','TRADED'),
(14,'2016, Audi, Sedan, 15608$!','Location: Kirkland, color: white, milage: 182853, transmission: manual, fuel: diesel.','15608','Kirkland','AVAILABLE'),
(11,'2014, BMW, Coupe, 18495$!','Location: Senneville, color: white, milage: 166364, transmission: automatic, fuel: electric.','18495','Senneville','AVAILABLE'),
(11,'2016, Nissan, SUV, 17136$!','Location: Montréal-Est, color: grey, milage: 188145, transmission: manual, fuel: diesel.','17136','Montréal-Est','AVAILABLE'),
(14,'2023, Mercedes, Minivan, 15238$!','Location: Côte-Saint-Luc, color: white, milage: 44138, transmission: manual, fuel: gasoline.','15238','Côte-Saint-Luc','TRADED'),
(6,'2021, Fiat, SUV, 13141$!','Location: Senneville, color: black, milage: 67752, transmission: automatic, fuel: gasoline.','13141','Senneville','TRADED'),
(26,'2018, Mazda, Coupe, 18501$!','Location: Westmount, color: white, milage: 156485, transmission: manual, fuel: gasoline.','18501','Westmount','AVAILABLE'),
